rssi,timestamp,I_0,Q_0,I_1,Q_1,I_2,Q_2,I_3,Q_3,I_4,Q_4,I_5,Q_5,I_6,Q_6,I_7,Q_7,I_8,Q_8,I_9,Q_9,I_10,Q_10,I_11,Q_11,I_12,Q_12,I_13,Q_13,I_14,Q_14,I_15,Q_15,I_16,Q_16,I_17,Q_17,I_18,Q_18,I_19,Q_19,I_20,Q_20,I_21,Q_21,I_22,Q_22,I_23,Q_23,I_24,Q_24,I_25,Q_25,I_26,Q_26,I_27,Q_27,I_28,Q_28,I_29,Q_29,I_30,Q_30,I_31,Q_31,I_32,Q_32,I_33,Q_33,I_34,Q_34,I_35,Q_35,I_36,Q_36,I_37,Q_37,I_38,Q_38,I_39,Q_39,I_40,Q_40,I_41,Q_41,I_42,Q_42,I_43,Q_43,I_44,Q_44,I_45,Q_45,I_46,Q_46,I_47,Q_47,I_48,Q_48,I_49,Q_49,I_50,Q_50,I_51,Q_51,I_52,Q_52,I_53,Q_53,I_54,Q_54,I_55,Q_55,I_56,Q_56,I_57,Q_57,I_58,Q_58,I_59,Q_59,I_60,Q_60,I_61,Q_61,I_62,Q_62,I_63,Q_63
-24,1886460589,28,-64,1,0,-19,7,-19,10,-19,12,-19,14,-20,15,-21,15,-22,14,-22,14,-23,13,-22,11,-20,10,-19,9,-17,8,-15,8,-13,8,-11,8,-10,9,-9,10,-9,11,-9,11,-9,12,-10,11,-11,11,-11,10,-12,8,-3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,-12,0,-13,0,-14,-1,-15,-2,-16,-3,-16,-5,-16,-6,-15,-7,-15,-7,-14,-6,-14,-5,-14,-3,-14,-2,-15,0,-17,2,-19,3,-22,3,-24,4,-26,3,-27,2,-28,1,-29,0,-28,0,-27,0,-26,0,-25,0
-25,1886564327,28,-64,1,0,2,-35,4,-33,5,-31,6,-29,5,-27,4,-24,3,-22,1,-20,-1,-19,-3,-19,-5,-19,-7,-20,-7,-21,-7,-22,-6,-22,-5,-23,-3,-22,-2,-21,-1,-20,0,-18,1,-17,1,-15,1,-13,0,-12,0,-11,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-3,5,-11,5,-11,5,-11,5,-11,4,-11,3,-12,3,-13,3,-15,3,-17,4,-19,5,-21,7,-22,8,-22,10,-22,11,-22,11,-21,11,-20,10,-20,9,-19,7,-19,5,-20,3,-21,1,-23,0,-26,-1,-29,-1,-31
-25,1886663464,28,-64,1,0,-13,28,-14,26,-14,24,-13,21,-12,19,-11,18,-9,16,-7,15,-5,15,-3,15,-1,16,0,17,0,18,-1,19,-2,20,-3,20,-4,19,-5,18,-6,16,-6,14,-6,12,-6,11,-5,10,-4,9,-3,8,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,-8,7,-8,6,-8,6,-7,6,-7,7,-7,8,-7,9,-7,11,-8,12,-9,14,-11,15,-13,15,-14,15,-15,15,-16,14,-16,13,-16,13,-15,12,-14,12,-12,13,-10,14,-9,16,-8,18,-7,21,-7,24,-8,26
-24,1886768298,28,-64,1,0,32,-3,31,-2,29,-1,27,0,24,0,22,0,19,-2,17,-4,16,-6,16,-7,16,-9,16,-10,17,-11,18,-11,19,-10,19,-9,19,-7,19,-6,17,-4,16,-3,14,-2,12,-2,11,-2,10,-2,9,-3,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,3,10,3,10,3,10,2,10,2,11,1,12,0,14,-1,16,-1,18,0,20,1,21,3,22,4,22,5,21,6,21,7,20,7,19,6,18,5,18,3,18,1,19,-2,21,-4,24,-5,27,-7,29,-7
-25,1886872585,28,-64,1,0,-21,-28,-19,-28,-17,-26,-15,-25,-15,-22,-14,-20,-14,-17,-14,-15,-15,-13,-16,-12,-17,-12,-19,-12,-20,-12,-20,-12,-20,-13,-19,-14,-17,-14,-16,-14,-14,-14,-12,-13,-11,-12,-9,-11,-8,-10,-8,-9,-8,-8,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-3,-4,-12,-4,-11,-4,-11,-4,-11,-5,-11,-6,-11,-8,-12,-9,-13,-10,-15,-10,-17,-10,-19,-9,-21,-8,-23,-8,-23,-7,-23,-6,-23,-6,-22,-6,-21,-7,-20,-9,-19,-11,-18,-14,-18,-16,-18,-18,-20,-21,-22,-22,-23
-25,1887073548,28,-64,1,0,17,28,16,27,14,26,13,25,12,23,12,21,11,19,12,17,13,15,14,14,15,14,16,14,16,14,16,15,16,15,14,16,13,16,11,15,10,15,8,14,7,13,6,12,6,11,6,10,6,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,10,4,10,4,10,4,11,5,11,6,11,7,12,8,13,9,15,9,16,10,18,9,20,9,21,8,22,7,22,6,22,6,21,6,21,7,20,8,20,10,19,12,19,14,20,16,21,18,23,19,24
-25,1887179012,28,-64,1,0,-12,-8,-11,-8,-10,-8,-9,-7,-8,-6,-8,-5,-8,-4,-8,-3,-8,-2,-9,-2,-9,-1,-10,-1,-10,-2,-10,-2,-10,-3,-9,-3,-9,-3,-8,-4,-7,-4,-6,-3,-5,-3,-5,-3,-5,-2,-5,-2,-5,-1,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-3,-4,-3,-4,-3,-4,-4,-4,-4,-4,-5,-4,-5,-4,-6,-5,-6,-5,-7,-6,-7,-7,-7,-7,-6,-8,-6,-8,-6,-8,-5,-8,-5,-7,-5,-7,-6,-6,-7,-5,-8,-5,-9,-5,-10,-5,-11,-5,-12,-6,-13,-7
-24,1887281986,28,-64,1,0,-33,8,-33,10,-33,11,-33,12,-33,12,-33,12,-33,11,-33,10,-33,9,-31,8,-29,7,-28,7,-26,7,-24,7,-22,7,-21,8,-20,8,-20,9,-20,9,-20,9,-19,8,-19,7,-19,6,-19,4,-19,3,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,1,-16,4,-17,3,-18,2,-19,1,-20,0,-21,-1,-22,-2,-22,-2,-22,-3,-22,-2,-22,-2,-22,-1,-23,0,-24,2,-26,3,-28,4,-30,4,-32,4,-34,4,-35,3,-36,3,-37,2,-37,1,-37,1,-36,1,-36,2
-24,1887382428,28,-64,1,0,25,-21,25,-20,26,-19,26,-18,25,-16,24,-15,22,-14,20,-13,18,-13,16,-13,14,-14,13,-14,12,-15,12,-16,13,-17,13,-17,14,-16,14,-15,15,-14,15,-12,14,-11,13,-10,12,-8,11,-7,11,-7,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-2,12,-6,13,-5,13,-5,13,-4,13,-4,13,-4,13,-4,13,-5,14,-7,15,-8,16,-9,18,-10,20,-11,22,-10,23,-10,24,-9,25,-8,25,-8,24,-7,24,-7,23,-8,22,-9,21,-11,21,-13,21,-15,22,-17
-24,1887484499,28,-64,1,0,18,12,19,11,20,9,21,8,22,8,22,8,23,8,22,9,22,9,21,9,19,9,18,9,17,9,16,8,15,6,14,5,14,4,14,4,14,3,14,3,14,3,13,4,13,4,12,5,11,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,5,9,6,10,7,10,8,10,10,10,11,10,13,9,13,9,14,8,14,8,13,8,13,9,12,10,11,12,11,14,11,15,11,17,12,19,14,20,15,20,17,20,18,20,19,20,19,19,19,19,18
-25,1887587634,28,-64,1,0,-9,-34,-7,-32,-5,-28,-5,-25,-6,-22,-7,-19,-9,-17,-11,-15,-14,-14,-16,-14,-18,-15,-18,-17,-18,-18,-17,-18,-16,-19,-14,-19,-12,-19,-10,-17,-8,-16,-8,-14,-7,-12,-7,-10,-8,-9,-9,-8,-9,-8,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,2,-11,2,-10,1,-10,0,-10,-1,-11,-2,-13,-3,-15,-3,-17,-3,-19,-2,-21,0,-23,1,-24,3,-24,4,-23,5,-22,4,-21,3,-20,2,-19,-1,-18,-3,-19,-6,-20,-9,-21,-12,-24,-13,-27,-14,-30,-13,-32
-24,1887689857,28,-64,1,0,-19,-16,-20,-14,-21,-13,-23,-13,-24,-13,-24,-13,-24,-13,-24,-14,-23,-14,-22,-14,-20,-14,-19,-14,-17,-13,-16,-11,-15,-10,-15,-8,-14,-7,-14,-6,-15,-6,-15,-5,-15,-6,-15,-6,-15,-7,-14,-8,-13,-8,-4,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-2,-9,-8,-10,-10,-10,-11,-10,-13,-10,-14,-9,-16,-8,-17,-7,-17,-7,-17,-7,-17,-7,-16,-8,-15,-9,-14,-10,-14,-12,-14,-15,-15,-16,-16,-18,-18,-19,-20,-19,-22,-19,-23,-19,-24,-18,-25,-18,-25,-17,-24,-17,-23
-24,1887896147,28,-64,1,0,16,-16,14,-17,13,-17,12,-18,11,-19,11,-20,12,-21,12,-21,13,-21,13,-20,13,-19,13,-18,13,-17,12,-15,11,-14,10,-13,9,-13,8,-12,7,-12,6,-12,6,-13,6,-13,7,-12,7,-12,8,-11,2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,6,-8,6,-8,7,-9,9,-10,10,-10,12,-9,13,-9,14,-8,14,-8,14,-7,14,-7,14,-7,13,-8,12,-9,12,-10,12,-12,13,-13,14,-15,15,-16,17,-17,18,-18,20,-18,21,-18,22,-18,22,-17,22,-17
-25,1887994312,28,-64,1,0,-33,-7,-31,-8,-29,-8,-27,-8,-25,-8,-23,-6,-22,-5,-21,-3,-21,-1,-21,0,-22,1,-22,1,-23,1,-24,0,-23,-1,-22,-2,-21,-3,-20,-4,-19,-5,-17,-5,-16,-5,-14,-4,-14,-4,-13,-3,-13,-4,-3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-1,-12,-3,-12,-4,-11,-4,-12,-4,-12,-3,-13,-3,-15,-3,-16,-3,-18,-3,-19,-4,-20,-5,-21,-7,-21,-8,-21,-9,-21,-10,-21,-10,-20,-10,-20,-9,-20,-9,-20,-7,-21,-6,-23,-5,-25,-3,-27,-3,-30,-3,-32,-3
-26,1888099862,28,-64,1,0,30,6,28,6,26,5,25,4,23,2,23,1,22,0,23,-2,23,-3,23,-3,23,-3,24,-2,24,-1,23,-1,22,0,21,1,19,1,18,1,17,1,16,1,15,1,14,0,14,0,14,1,14,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,1,10,1,10,1,11,1,12,1,14,1,15,1,17,2,18,3,19,4,20,5,20,6,20,7,19,7,19,7,19,7,19,6,19,5,20,4,22,3,23,2,25,1,27,1,29,2,31,2,33,3
-24,1888202370,28,-64,1,0,-15,15,-14,17,-13,19,-14,21,-14,22,-15,22,-16,21,-17,20,-17,19,-16,17,-15,15,-14,14,-12,13,-10,12,-8,12,-6,12,-5,13,-4,14,-4,14,-5,15,-5,15,-6,14,-7,13,-8,12,-9,11,-3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,1,-11,5,-13,5,-14,4,-15,4,-16,3,-17,2,-17,1,-17,0,-16,0,-15,0,-15,1,-15,3,-15,5,-15,7,-16,9,-18,10,-20,11,-22,12,-23,12,-25,12,-26,11,-26,10,-26,10,-25,9,-23,9,-22,9
