rssi,timestamp,I_0,Q_0,I_1,Q_1,I_2,Q_2,I_3,Q_3,I_4,Q_4,I_5,Q_5,I_6,Q_6,I_7,Q_7,I_8,Q_8,I_9,Q_9,I_10,Q_10,I_11,Q_11,I_12,Q_12,I_13,Q_13,I_14,Q_14,I_15,Q_15,I_16,Q_16,I_17,Q_17,I_18,Q_18,I_19,Q_19,I_20,Q_20,I_21,Q_21,I_22,Q_22,I_23,Q_23,I_24,Q_24,I_25,Q_25,I_26,Q_26,I_27,Q_27,I_28,Q_28,I_29,Q_29,I_30,Q_30,I_31,Q_31,I_32,Q_32,I_33,Q_33,I_34,Q_34,I_35,Q_35,I_36,Q_36,I_37,Q_37,I_38,Q_38,I_39,Q_39,I_40,Q_40,I_41,Q_41,I_42,Q_42,I_43,Q_43,I_44,Q_44,I_45,Q_45,I_46,Q_46,I_47,Q_47,I_48,Q_48,I_49,Q_49,I_50,Q_50,I_51,Q_51,I_52,Q_52,I_53,Q_53,I_54,Q_54,I_55,Q_55,I_56,Q_56,I_57,Q_57,I_58,Q_58,I_59,Q_59,I_60,Q_60,I_61,Q_61,I_62,Q_62,I_63,Q_63
-64,97376391,111,-15,22,0,-33,13,-31,13,-28,11,-23,7,-17,-1,-11,-4,-5,-2,1,-2,6,-4,12,-6,17,-6,19,-5,21,-2,24,2,25,3,24,3,21,4,17,5,12,8,6,8,0,6,-2,1,-8,1,-16,1,-19,-2,-5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,11,3,11,0,11,-3,10,-6,9,-11,8,-14,8,-19,8,-22,8,-24,9,-26,9,-28,10,-29,11,-28,11,-27,8,-26,5,-25,3,-21,-2,-14,-6,-9,-8,-5,-12,2,-18,5,-24,9,-28,15,-31,18,-34,23
-54,97378090,112,1,23,0,14,-35,9,-26,1,-20,0,-18,-2,-15,-6,-10,-9,-6,-14,-3,-18,-1,-19,2,-21,5,-26,5,-28,4,-27,1,-25,-3,-25,-1,-25,1,-23,-1,-21,-1,-15,0,-10,1,-8,1,-7,3,-5,5,-2,7,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,10,6,13,8,16,9,18,11,18,12,18,18,19,22,18,22,18,18,15,17,9,19,5,18,4,14,7,6,6,0,4,-6,6,-12,7,-18,9,-24,12,-31,14,-39,14,-41,16,-38,18,-36
-54,97380527,112,1,23,0,32,7,28,5,22,3,17,-1,13,-4,9,-7,5,-11,2,-14,-1,-18,-3,-21,-5,-23,-6,-25,-6,-27,-5,-28,-4,-29,-3,-28,-2,-25,-1,-22,0,-19,-1,-15,-2,-12,-3,-9,-5,-5,-6,-3,-7,-2,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,1,10,0,15,-2,19,-4,22,-7,24,-10,26,-13,26,-14,26,-16,25,-16,22,-14,18,-11,14,-8,11,-4,8,1,6,8,4,14,2,20,2,25,2,30,2,34,3,37,3,40,5,41,7
-54,97381552,112,1,23,0,30,-16,24,-14,18,-12,12,-12,6,-11,1,-11,-3,-11,-8,-11,-12,-12,-17,-12,-20,-13,-22,-14,-23,-15,-23,-16,-23,-17,-21,-17,-19,-16,-16,-14,-13,-12,-11,-10,-9,-7,-8,-5,-7,-2,-6,2,-6,4,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,3,7,7,9,12,9,16,9,20,8,23,7,25,5,27,3,29,0,28,-1,26,-2,22,-2,17,0,12,2,7,5,2,8,-3,11,-7,15,-10,20,-14,25,-17,28,-19,31,-21,34,-21,35,-20
-65,97398193,111,-15,22,0,-34,-24,-31,-22,-26,-20,-21,-18,-16,-15,-8,-12,0,-7,4,-2,9,0,14,3,18,8,22,12,25,16,25,18,23,19,19,18,14,17,11,16,10,14,6,13,0,10,-4,6,-7,2,-9,-1,-11,-5,-3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,2,-13,10,-11,9,-5,10,2,10,8,11,12,12,17,12,21,12,25,12,29,14,32,15,33,13,31,11,29,9,28,8,25,8,21,5,14,0,8,-4,1,-7,-7,-11,-13,-14,-21,-15,-28,-18,-33,-22,-36,-23
-65,97399074,111,-15,22,0,3,47,4,43,3,34,1,27,-1,20,-4,14,-5,5,-4,-4,-4,-10,-5,-15,-6,-20,-5,-25,-4,-29,-2,-30,1,-29,4,-27,6,-24,7,-20,8,-15,8,-10,8,-5,7,1,5,6,2,8,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-2,11,-6,9,-7,7,-8,3,-11,0,-15,-4,-18,-7,-21,-10,-23,-12,-26,-15,-30,-17,-32,-19,-33,-19,-32,-19,-29,-19,-25,-16,-22,-14,-18,-11,-12,-8,-4,-6,2,-4,6,0,15,2,25,5,32,10,37,12,40
-65,97399898,111,-15,22,0,33,28,30,27,24,24,17,19,9,15,4,11,0,7,-4,2,-10,-3,-17,-7,-21,-10,-21,-13,-22,-16,-22,-18,-21,-18,-19,-19,-15,-20,-11,-19,-7,-16,-3,-12,0,-9,3,-6,7,-2,9,2,10,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-3,8,-10,6,-10,2,-11,-2,-12,-7,-13,-12,-13,-17,-14,-20,-15,-24,-16,-27,-17,-29,-16,-32,-16,-32,-16,-29,-14,-27,-12,-24,-9,-21,-5,-15,-1,-8,3,0,6,6,10,11,13,17,16,24,19,30,23,32,23
-54,97400863,112,1,23,0,17,24,15,20,13,16,12,10,10,5,9,1,9,-4,8,-8,9,-13,9,-16,9,-19,10,-20,11,-22,12,-23,13,-22,14,-20,13,-18,12,-16,10,-13,8,-11,6,-9,2,-7,0,-6,-3,-6,-4,-6,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-2,1,-3,4,-5,7,-8,10,-11,12,-15,13,-18,14,-21,13,-23,12,-24,10,-25,9,-24,7,-21,5,-16,4,-12,3,-8,4,-3,6,2,7,7,9,11,12,15,15,19,18,21,21,22,24,23,26,24,27
-54,97410734,112,1,23,0,32,-5,28,-5,22,-6,16,-7,11,-8,6,-10,1,-11,-4,-14,-8,-16,-12,-18,-15,-19,-17,-21,-17,-23,-17,-24,-16,-25,-15,-25,-12,-23,-10,-20,-8,-17,-7,-14,-6,-11,-6,-7,-6,-4,-7,0,-7,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,9,4,13,4,17,3,21,1,25,-1,27,-3,28,-5,29,-7,29,-8,26,-8,22,-6,17,-3,13,0,9,4,5,8,1,13,-3,18,-5,22,-7,27,-9,31,-9,35,-10,38,-11,41,-9
-26,97414186,28,-64,1,0,32,1,31,2,29,3,28,3,25,3,24,2,22,1,21,-1,20,-2,19,-4,19,-5,20,-5,20,-6,21,-6,22,-5,21,-4,21,-3,20,-2,19,-1,17,0,16,1,14,1,13,1,12,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,2,11,3,10,3,10,3,10,2,11,2,13,1,14,1,16,1,18,1,19,2,21,3,21,5,22,6,21,7,21,8,20,8,20,7,19,6,19,5,20,3,21,1,23,0,25,-1,28,-2,30,-3
-54,97418024,112,1,23,0,-16,30,-13,25,-10,20,-5,17,-1,14,4,10,9,6,12,2,16,0,20,-2,24,-3,26,-4,27,-3,28,-2,29,-1,28,0,25,0,21,0,19,1,15,1,11,0,8,-1,5,-3,2,-5,0,-7,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-2,-1,-5,-2,-10,-4,-14,-7,-17,-9,-19,-13,-20,-16,-21,-19,-20,-21,-19,-24,-17,-25,-15,-24,-12,-21,-10,-18,-8,-14,-8,-8,-7,-2,-7,5,-7,10,-8,16,-9,21,-11,26,-13,30,-15,35,-17,37,-18,36
-25,97513746,28,-64,1,0,3,8,3,8,4,8,4,7,4,8,4,8,4,8,4,7,4,7,3,7,3,7,3,7,3,6,3,6,2,6,2,5,2,5,2,5,2,5,2,4,2,5,2,5,2,5,1,5,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,1,4,1,4,1,5,1,5,1,5,0,5,0,6,0,6,0,6,0,6,1,6,1,6,1,6,2,6,2,7,2,7,2,8,3,8,3,9,2,9,2,9,2,9,2,9,2,9
-25,97720913,28,-64,1,0,-30,-18,-30,-18,-30,-19,-30,-19,-29,-20,-28,-19,-26,-19,-25,-18,-24,-17,-23,-16,-22,-15,-21,-14,-21,-12,-21,-11,-21,-11,-20,-11,-20,-10,-20,-10,-20,-11,-19,-11,-18,-12,-16,-12,-15,-12,-14,-12,-12,-12,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-2,-13,-9,-13,-10,-12,-11,-12,-12,-11,-13,-11,-13,-11,-13,-12,-13,-13,-13,-14,-13,-15,-13,-17,-13,-18,-14,-20,-16,-21,-17,-21,-19,-22,-20,-22,-21,-22,-22,-22,-23,-22,-22,-22,-22,-22,-21,-23,-21,-25,-20,-26,-19
-25,97821528,28,-64,1,0,-12,-25,-13,-26,-13,-26,-12,-26,-12,-26,-11,-26,-10,-25,-10,-24,-9,-23,-9,-21,-9,-20,-9,-19,-9,-18,-10,-17,-10,-16,-10,-16,-10,-16,-10,-16,-10,-16,-9,-16,-8,-16,-7,-16,-6,-15,-5,-14,-4,-14,-1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-3,-4,-12,-3,-13,-3,-14,-2,-14,-1,-14,-1,-14,-1,-14,-1,-14,-1,-14,-2,-15,-3,-16,-4,-17,-4,-18,-5,-20,-5,-21,-5,-22,-5,-24,-4,-24,-4,-25,-3,-25,-3,-25,-4,-25,-4,-25,-5,-24,-6,-24,-8,-25
-56,97823551,116,66,39,0,-12,-27,-11,-26,-12,-24,-10,-23,-10,-21,-11,-21,-12,-20,-12,-20,-12,-19,-12,-17,-12,-16,-12,-16,-12,-16,-11,-16,-10,-16,-10,-16,-9,-14,-8,-14,-8,-14,-7,-13,-7,-12,-8,-10,-6,-11,-4,-11,-4,-11,-1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-5,-9,-17,-9,-18,-8,-19,-7,-20,-7,-21,-7,-21,-7,-22,-7,-23,-7,-24,-7,-25,-7,-26,-6,-26,-6,-26,-6,-24,-6,-24,-6,-26,-7,-27,-8,-25,-7,-24,-9,-26,-10,-28,-10,-28,-10,-28,-10,-28,-11,-28,-12,-29
-56,97828607,124,-63,23,0,-23,-22,-23,-21,-22,-20,-22,-19,-22,-18,-21,-16,-21,-15,-20,-15,-19,-15,-18,-13,-19,-12,-19,-12,-19,-12,-18,-12,-17,-12,-16,-11,-15,-11,-14,-11,-14,-11,-13,-11,-12,-10,-10,-9,-10,-9,-9,-9,-8,-9,-2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-3,-18,-12,-17,-14,-17,-15,-17,-16,-17,-17,-17,-18,-18,-18,-18,-19,-18,-20,-18,-22,-19,-22,-18,-23,-18,-23,-17,-24,-18,-24,-18,-24,-19,-23,-18,-22,-18,-22,-19,-22,-21,-23,-21,-23,-22,-22,-23,-22,-25,-22,-25,-23
-64,97912314,111,-15,22,0,26,-34,25,-32,23,-28,20,-22,16,-16,14,-10,11,-4,7,3,4,9,3,14,3,16,3,19,0,23,-3,25,-5,24,-6,23,-7,21,-8,17,-9,13,-10,8,-10,3,-10,-1,-9,-5,-9,-9,-9,-10,-2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-4,3,-13,1,-11,-2,-10,-6,-7,-10,-4,-14,-1,-18,2,-22,5,-25,9,-28,13,-29,16,-30,18,-29,19,-28,19,-26,20,-22,19,-17,16,-12,12,-6,8,1,3,6,-3,10,-10,13,-15,15,-19,19,-25,22,-29
-65,97913138,111,-15,22,0,-13,-40,-11,-39,-9,-35,-7,-28,-3,-23,2,-19,7,-15,10,-11,11,-4,15,3,21,8,23,9,23,8,24,10,23,9,22,8,19,8,13,11,8,13,4,12,1,9,-3,8,-7,7,-11,6,-13,5,-4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-4,-3,-12,-4,-10,-6,-7,-9,-4,-11,1,-13,6,-14,11,-15,15,-16,21,-16,25,-15,28,-14,31,-14,32,-12,32,-8,31,-5,27,-2,21,1,14,3,8,4,1,5,-5,2,-12,-3,-20,-7,-26,-9,-32,-10,-37
-64,97914239,111,-15,22,0,3,41,1,38,-1,32,-2,26,-5,21,-7,16,-9,10,-10,4,-12,-2,-16,-9,-19,-14,-20,-13,-21,-13,-22,-19,-20,-20,-15,-17,-8,-16,-4,-17,-3,-17,0,-14,3,-10,6,-8,8,-6,10,-5,11,-3,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,12,3,10,6,6,7,2,9,-2,11,-7,13,-12,14,-16,15,-21,15,-26,16,-30,14,-32,12,-33,10,-31,8,-30,6,-27,3,-21,0,-15,-2,-9,-3,-2,-4,4,-3,11,-2,18,0,26,0,35,0,39
-25,97926105,28,-64,1,0,4,-26,2,-25,1,-25,0,-24,-1,-25,-1,-25,-2,-25,-1,-25,-1,-25,-1,-25,-1,-25,0,-24,1,-23,1,-21,1,-20,1,-19,1,-17,0,-17,0,-16,0,-16,0,-16,0,-15,0,-15,1,-15,2,-14,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-3,-1,-11,-1,-12,0,-13,1,-14,2,-15,3,-16,4,-16,5,-16,6,-16,6,-16,6,-16,6,-16,5,-16,5,-17,4,-18,3,-19,2,-20,2,-22,3,-24,3,-25,4,-27,5,-28,5,-29,6,-29,6,-29,7,-29
-54,97932496,112,1,23,0,25,34,23,29,21,23,16,17,12,12,9,6,4,0,0,-6,-4,-11,-7,-15,-10,-18,-13,-21,-14,-24,-16,-26,-17,-27,-16,-27,-14,-25,-12,-22,-11,-18,-10,-13,-8,-10,-6,-7,-5,-3,-6,1,-5,4,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,-1,3,-6,1,-10,-2,-15,-5,-19,-9,-22,-12,-24,-15,-26,-18,-28,-21,-28,-24,-27,-24,-24,-23,-21,-21,-17,-18,-13,-14,-8,-8,-3,-3,1,2,6,8,11,14,17,20,21,25,25,30,29,35,31,35
-55,97937803,112,1,23,0,15,27,13,23,12,19,9,14,7,9,5,4,3,0,1,-5,-1,-9,-3,-13,-5,-16,-7,-18,-8,-20,-9,-21,-9,-22,-8,-21,-7,-20,-7,-18,-6,-15,-5,-12,-5,-9,-4,-6,-4,-3,-3,0,-3,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-1,1,-4,0,-7,-3,-10,-5,-13,-8,-15,-11,-16,-13,-17,-16,-18,-18,-18,-20,-17,-20,-15,-18,-13,-16,-11,-14,-8,-11,-6,-7,-3,-2,1,2,4,6,7,11,10,15,12,19,15,24,17,27,18,28
-54,97940006,112,1,23,0,-15,40,-13,36,-10,29,-7,23,-4,16,0,9,3,2,5,-4,7,-9,8,-14,10,-19,11,-23,11,-27,12,-29,12,-29,12,-28,11,-26,9,-23,7,-19,5,-16,4,-12,1,-9,-1,-6,-3,-3,-5,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-3,5,-4,1,-4,-5,-3,-10,-2,-16,-1,-21,0,-25,2,-29,4,-32,6,-34,7,-36,8,-35,9,-32,8,-28,6,-22,5,-17,3,-11,1,-4,-2,3,-5,10,-7,18,-9,25,-11,31,-13,37,-15,43,-16,46
-25,98026322,28,-64,1,0,-14,-33,-13,-33,-12,-32,-10,-31,-9,-30,-9,-28,-8,-26,-9,-24,-10,-22,-11,-21,-12,-20,-13,-20,-13,-20,-13,-20,-13,-20,-13,-20,-12,-21,-10,-21,-9,-20,-7,-19,-6,-19,-5,-18,-4,-16,-4,-15,-3,-14,-1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-4,-3,-13,-3,-13,-2,-13,-2,-13,-3,-13,-3,-13,-4,-14,-5,-15,-6,-17,-7,-19,-7,-21,-7,-22,-6,-24,-5,-25,-4,-26,-3,-26,-3,-26,-3,-25,-3,-25,-4,-25,-5,-24,-7,-24,-9,-25,-11,-26,-13,-28,-15,-29
-25,98225651,28,-64,1,0,33,7,31,7,29,7,27,5,25,4,24,2,24,0,24,-2,24,-3,25,-3,25,-3,26,-2,26,-2,26,-1,25,0,24,1,22,2,21,2,19,2,17,2,16,2,15,2,14,1,14,1,14,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,1,10,1,11,1,12,1,13,1,15,1,17,2,19,3,20,4,21,6,21,7,21,9,21,10,20,10,20,9,19,8,19,7,20,5,21,4,23,3,26,2,28,1,30,2,33,3,35,4,37,5
-25,98333489,28,-64,1,0,21,21,20,19,19,18,18,16,18,14,18,12,18,11,19,10,19,9,20,9,20,9,20,10,21,10,20,11,19,11,17,12,16,12,14,11,13,10,12,10,11,9,10,8,10,7,10,7,10,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,5,7,5,8,5,9,6,10,6,11,7,12,9,13,10,14,12,13,14,13,15,12,16,11,16,11,16,11,16,11,15,12,14,13,13,15,13,17,13,19,13,21,13,23,15,24,17,25,18,26,19
-66,98387039,98,32,6,0,5,35,6,35,6,34,4,33,4,32,5,31,3,30,5,29,6,28,6,26,5,25,5,27,6,28,6,27,6,27,6,26,3,25,1,24,1,22,1,20,1,20,-1,20,-3,19,-3,19,-3,19,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,9,3,9,2,10,2,12,1,13,0,13,-1,13,0,14,1,16,1,17,1,17,1,18,1,19,0,19,1,20,1,22,1,24,3,26,3,28,3,29,4,29,5,28,6,29,6,31,5,30,5,31
-25,98433983,28,-64,1,0,28,28,27,28,25,28,23,27,22,26,20,25,19,22,18,20,18,18,19,16,19,15,19,14,20,14,21,14,21,15,20,15,19,16,18,16,16,16,14,16,13,15,11,15,10,14,9,13,8,12,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,11,8,11,7,11,7,11,8,11,9,11,10,11,12,12,14,13,15,15,16,16,16,19,16,21,16,23,15,24,15,24,14,24,14,24,14,23,15,23,16,22,18,21,20,21,23,21,26,22,28,23
-25,98540322,28,-64,1,0,-24,12,-22,13,-20,14,-20,14,-19,15,-19,16,-19,16,-19,17,-20,16,-20,16,-20,15,-20,13,-19,12,-18,11,-17,11,-16,10,-15,10,-14,9,-13,9,-13,9,-12,9,-12,9,-12,8,-13,8,-13,7,-4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,1,-8,6,-9,7,-11,7,-12,7,-14,7,-15,7,-16,6,-17,5,-17,5,-17,4,-17,4,-17,4,-17,5,-17,6,-17,7,-17,9,-18,10,-20,11,-21,12,-23,13,-24,13,-25,13,-26,13,-27,12,-28,12,-28,12
-25,98641116,28,-64,1,0,-28,-5,-28,-5,-29,-5,-29,-5,-28,-6,-28,-6,-27,-6,-26,-6,-24,-6,-23,-6,-22,-5,-21,-4,-20,-3,-20,-2,-19,-1,-19,-1,-19,-1,-19,-1,-19,-1,-18,-2,-18,-2,-17,-3,-16,-4,-15,-4,-14,-5,-4,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-1,-13,-4,-13,-6,-13,-7,-13,-8,-12,-9,-12,-9,-12,-9,-12,-9,-13,-8,-14,-8,-15,-8,-16,-7,-17,-8,-19,-8,-20,-9,-22,-10,-23,-11,-23,-12,-23,-12,-23,-13,-23,-13,-23,-13,-23,-12,-23,-11,-24,-10,-25,-9
-25,98738191,28,-64,1,0,27,-27,26,-25,24,-23,21,-23,19,-22,17,-23,16,-23,14,-24,14,-25,13,-26,14,-26,14,-26,15,-25,15,-24,16,-23,16,-21,15,-19,15,-17,14,-16,13,-15,12,-14,11,-14,10,-13,10,-13,10,-12,2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-3,8,-9,7,-10,8,-10,8,-12,9,-13,10,-14,12,-16,14,-16,16,-17,18,-17,19,-16,20,-15,21,-14,21,-14,20,-14,19,-14,18,-16,18,-17,17,-19,17,-21,18,-24,19,-26,21,-28,23,-30,25,-31,27,-31
